Name,Type1,Type2,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,FireRed,LeafGreen,Emerald,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus,Scarlet,Violet
Zygarde,Dragon,Ground,,,,,,,,,,,,,,,,,,,,,Terminus Cave,Terminus Cave,Trade/migrate from another game,Trade/migrate from another game,Route 16,Route 16,Route 16,Route 16,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Diancie,Rock,Fairy,,,,,,,,,,,,,,,,,,,,,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game
Hoopa,Psychic,Ghost,,,,,,,,,,,,,,,,,,,,,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game
Volcanion,Fire,Water,,,,,,,,,,,,,,,,,,,,,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game
Rowlet,Grass,Flying,,,,,,,,,,,,,,,,,,,,,,,,,Iki Town,Iki Town,Route 1,Route 1,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,"Jubilife Village, Space-Time Distortion",Trade/migrate from another game,Trade/migrate from another game
Dartrix,Grass,Flying,,,,,,,,,,,,,,,,,,,,,,,,,Evolve Rowlet,Evolve Rowlet,Evolve Rowlet,Evolve Rowlet,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Space-Time Distortion,Trade/migrate from another game,Trade/migrate from another game
Decidueye,Grass,Ghost,,,,,,,,,,,,,,,,,,,,,,,,,Evolve Rowlet/Dartrix,Evolve Rowlet/Dartrix,Evolve Rowlet/Dartrix,Evolve Rowlet/Dartrix,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Space-Time Distortion,Trade/migrate from another game,Trade/migrate from another game
Litten,Fire,None,,,,,,,,,,,,,,,,,,,,,,,,,Iki Town,Iki Town,Route 1,Route 1,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Torracat,Fire,None,,,,,,,,,,,,,,,,,,,,,,,,,Evolve Litten,Evolve Litten,Evolve Litten,Evolve Litten,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Incineroar,Fire,Dark,,,,,,,,,,,,,,,,,,,,,,,,,Evolve Litten/Torracat,Evolve Litten/Torracat,Evolve Litten/Torracat,Evolve Litten/Torracat,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Popplio,Water,None,,,,,,,,,,,,,,,,,,,,,,,,,Iki Town,Iki Town,Route 1,Route 1,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Brionne,Water,None,,,,,,,,,,,,,,,,,,,,,,,,,Evolve Popplio,Evolve Popplio,Evolve Popplio,Evolve Popplio,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Primarina,Water,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,Evolve Popplio/Brionne,Evolve Popplio/Brionne,Evolve Popplio/Brionne,Evolve Popplio/Brionne,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Pikipek,Normal,Flying,,,,,,,,,,,,,,,,,,,,,,,,,"Route 1, 4, 5, 6, 8, Poké Pelago","Route 1, 4, 5, 6, 8, Poké Pelago","Route 1, 4, 5, 6, Poké Pelago","Route 1, 4, 5, 6, Poké Pelago",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Trumbeak,Normal,Flying,,,,,,,,,,,,,,,,,,,,,,,,,"Route 8, 11, Lush Jungle, Poni Grove, Poni Plains","Route 8, 11, Lush Jungle, Poni Grove, Poni Plains","Route 8, 11, Lush Jungle, Poni Grove, Poni Plains","Route 8, 11, Lush Jungle, Poni Grove, Poni Plains",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Toucannon,Normal,Flying,,,,,,,,,,,,,,,,,,,,,,,,,Evolve Pikipek/Trumbeak,Evolve Pikipek/Trumbeak,"Route 11, Poni Grove, Poni Plains","Route 11, Poni Grove, Poni Plains",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Yungoos,Normal,None,,,,,,,,,,,,,,,,,,,,,,,,,"Route 1, 2, 3, 4, 6, 8, Kala'e Bay, Hau'oli City","Route 1, 2, 3, 4, 6, 8, Kala'e Bay, Hau'oli City","Route 1, 2, 4, 6, 8, Kala'e Bay, Verdant Cavern","Route 1, 2, 4, 6, 8, Kala'e Bay",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League","Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League"
Gumshoos,Normal,None,,,,,,,,,,,,,,,,,,,,,,,,,"Route 10, 11, 14, 15, 16, 17, Akala Outskirts, Tapu Village, Malie City, Poni Wilds, Ancient Poni Path, Poni Grove, Poni Plains, Poni Gauntlet","Route 10, 11, 14, 15, 16, 17, Akala Outskirts, Tapu Village, Malie City, Poni Wilds, Ancient Poni Path, Poni Grove, Poni Plains, Poni Gauntlet","Route 8, 10, 14, 15, 16, 17, Akala Outskirts, Tapu Village, Mount Lanakila, Poni Plains, Heahea Beach","Route 8, 10, 14, 15, 16, 17, Akala Outskirts, Tapu Village, Mount Lanakila, Poni Plains",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League","Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Three), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, The Pokémon League"
Grubbin,Bug,None,,,,,,,,,,,,,,,,,,,,,,,,,"Route 1, 4, 5, 6","Route 1, 4, 5, 6","Route 1, 4, 5, 6, Blush Mountain","Route 1, 4, 5, 6, Blush Mountain",Not available in this game,Not available in this game,"Route 1, East Lake Axewell, Slumbering Weald, Dappled Grove, North Lake Miloch, Watchtower Ruins","Route 1, East Lake Axewell, Slumbering Weald, Dappled Grove, North Lake Miloch, Watchtower Ruins",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Charjabug,Bug,Electric,,,,,,,,,,,,,,,,,,,,,,,,,Blush Mountain,Blush Mountain,Blush Mountain,Blush Mountain,Not available in this game,Not available in this game,"Axew's Eye, Dusty Bowl, Hammerlocke Hills","Axew's Eye, Dusty Bowl, Hammerlocke Hills",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Vikavolt,Bug,Electric,,,,,,,,,,,,,,,,,,,,,,,,,Evolve Grubbin/Charjabug,Evolve Grubbin/Charjabug,"Blush Mountain, Heahea Beach",Blush Mountain,Not available in this game,Not available in this game,Evolve Grubbin/Charjabug,Evolve Grubbin/Charjabug,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game
Crabrawler,Fighting,None,,,,,,,,,,,,,,,,,,,,,,,,,"Route 2, 3, 4, 5, 8, 10, 12, 15, 16, 17, Berry Fields, Poni Wilds, Poni Plains","Route 2, 3, 4, 5, 8, 10, 12, 15, 16, 17, Berry Fields, Poni Wilds, Poni Plains","Route 2, 3, 4, 5, 8, 10, 16, 17, Berry Fields, Poni Wilds, Poni Plains, Ula'ula Beach","Route 2, 3, 4, 5, 8, 10, 16, 17, Berry Fields, Poni Wilds, Poni Plains, Ula'ula Beach",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Casseroya Lake, North Province (Area One), North Province (Area Three), East Province (Area One), East Province (Area Two), South Province (Area One), South Province (Area Five), West Province (Area One), West Province (Area Two), Glaseado Mountain, East Paldean Sea","Casseroya Lake, North Province (Area One), North Province (Area Three), East Province (Area One), East Province (Area Two), South Province (Area One), South Province (Area Five), West Province (Area One), West Province (Area Two), Glaseado Mountain, East Paldean Sea"
